barrier_id,label,category,job_id,keco_code,job_name,one_liner,초안_판정,판정_이유,검수_판정(추천에서 뺌 / 그대로 추천),검수_의견,reviewer,reviewed_at,2차_우선순위,검수2_판정(동의 / 추천에서 뺌 / 그대로 추천),검수2_의견,reviewer2,reviewed_at2
stand_long,오래 서 있는 일,body,458,,주입·포장·상표부착기계조작원,제품을 상자에 담고 상표를 붙이는 일,그대로 추천(경계),라인에 따라 좌식 작업 가능,그대로 추천,,김규헌,2026-08-13,확인 · 경계 판정,,,,
stand_long,오래 서 있는 일,body,477,,일반기계조립원,제품의 부품을 순서대로 조립하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
stand_long,오래 서 있는 일,body,500,,전기·전자설비조작원,건물의 전기·설비가 잘 작동하는지 점검하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,36,,상품기획자,어떤 상품을 만들고 팔지 아이디어를 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,49,,총무사무원,사무실 물품과 서류를 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,52,,경리사무원,회사의 돈이 들어오고 나가는 내역을 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,59,,물류사무원,창고에 들어오고 나가는 물건 수량을 컴퓨터로 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,60,,생산관리사무원,공장에서 물건이 잘 만들어지는지 기록하고 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,61,,품질관리사무원,만들어진 제품에 문제가 없는지 확인하고 기록하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,62,,안내 및 접수사무원,방문한 사람을 맞이하고 접수를 도와주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,63,,고객상담원,전화나 창구에서 손님의 문의에 답해주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,67,,전산자료입력원 및 사무보조원,서류를 정리하고 컴퓨터에 자료를 입력하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,71,,취업알선원,일자리를 찾는 사람에게 알맞은 일자리를 안내하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,335,,경비원,건물이나 시설을 지키고 출입을 확인하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,336,,요양보호사 및 간병인,어르신이나 환자를 돌보고 일상생활을 도와드리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,337,,육아도우미,아이를 돌보고 함께 시간을 보내는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,338,,청소원,건물 안을 청소하고 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,339,,환경미화원 및 재활용품수거원,거리나 공공시설을 청소하고 재활용품을 모으는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,341,,세탁원(다림질원),세탁물을 세탁하고 다림질해서 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,344,,주차관리·안내원,주차장을 안내하고 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,367,,한식조리사,식당이나 급식소에서 한식을 만드는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,374,,홀서빙원,식당에서 주문을 받고 음식을 가져다 드리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,375,,주방보조원,식당 주방에서 재료를 다듬고 설거지를 돕는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,385,,상점판매원,매장에서 손님에게 물건을 안내하고 판매하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,392,,매장계산원 및 요금정산원,마트나 매장에서 물건 값을 계산해주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,408,,택배원,차로 물건을 받는 사람에게 배달하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,412,,하역·적재종사원,창고에서 물건을 싣고 내리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,458,,주입·포장·상표부착기계조작원,제품을 상자에 담고 상표를 붙이는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
fine_hand,손을 정밀하게 쓰는 일,body,477,,일반기계조립원,제품의 부품을 순서대로 조립하는 일,추천에서 뺌,소형 부품 정밀 조립이 핵심 업무,,,김규헌,2026-08-13,확인 · 초안 제외를 1차가 승인,,,,
fine_hand,손을 정밀하게 쓰는 일,body,500,,전기·전자설비조작원,건물의 전기·설비가 잘 작동하는지 점검하는 일,추천에서 뺌,전기·전자 배선 결선 작업이 핵심 업무,,,김규헌,2026-08-13,확인 · 초안 제외를 1차가 승인,,,,
night_shift,밤에 하는 일,time,36,,상품기획자,어떤 상품을 만들고 팔지 아이디어를 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,49,,총무사무원,사무실 물품과 서류를 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,52,,경리사무원,회사의 돈이 들어오고 나가는 내역을 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,59,,물류사무원,창고에 들어오고 나가는 물건 수량을 컴퓨터로 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,60,,생산관리사무원,공장에서 물건이 잘 만들어지는지 기록하고 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,61,,품질관리사무원,만들어진 제품에 문제가 없는지 확인하고 기록하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,62,,안내 및 접수사무원,방문한 사람을 맞이하고 접수를 도와주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,63,,고객상담원,전화나 창구에서 손님의 문의에 답해주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,67,,전산자료입력원 및 사무보조원,서류를 정리하고 컴퓨터에 자료를 입력하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,71,,취업알선원,일자리를 찾는 사람에게 알맞은 일자리를 안내하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,335,,경비원,건물이나 시설을 지키고 출입을 확인하는 일,추천에서 뺌,야간 상주·순찰이 근무 조건 자체,,,김규헌,2026-08-13,확인 · 초안 제외를 1차가 승인,,,,
night_shift,밤에 하는 일,time,336,,요양보호사 및 간병인,어르신이나 환자를 돌보고 일상생활을 도와드리는 일,그대로 추천(경계),"시설 근무는 야간 포함, 재가·주간보호는 주간 — 근무 형태로 갈리므로 유지",그대로 추천,,김규헌,2026-08-13,확인 · 경계 판정,,,,
night_shift,밤에 하는 일,time,337,,육아도우미,아이를 돌보고 함께 시간을 보내는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,338,,청소원,건물 안을 청소하고 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,339,,환경미화원 및 재활용품수거원,거리나 공공시설을 청소하고 재활용품을 모으는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,341,,세탁원(다림질원),세탁물을 세탁하고 다림질해서 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,344,,주차관리·안내원,주차장을 안내하고 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,367,,한식조리사,식당이나 급식소에서 한식을 만드는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,374,,홀서빙원,식당에서 주문을 받고 음식을 가져다 드리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,375,,주방보조원,식당 주방에서 재료를 다듬고 설거지를 돕는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,385,,상점판매원,매장에서 손님에게 물건을 안내하고 판매하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,392,,매장계산원 및 요금정산원,마트나 매장에서 물건 값을 계산해주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,408,,택배원,차로 물건을 받는 사람에게 배달하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,412,,하역·적재종사원,창고에서 물건을 싣고 내리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,458,,주입·포장·상표부착기계조작원,제품을 상자에 담고 상표를 붙이는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,477,,일반기계조립원,제품의 부품을 순서대로 조립하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
night_shift,밤에 하는 일,time,500,,전기·전자설비조작원,건물의 전기·설비가 잘 작동하는지 점검하는 일,그대로 추천(경계),당직 편성이 있으나 상시 야간은 아님,그대로 추천,당직 편성이 있으나 상시 야간은 아님. 주간 상주 현장 존재 — J94 요양보호사와 동일 기준 적용,김규헌,2026-08-13,확인 · 경계 판정,,,,
early_morning,이른 아침에 시작하는 일,time,36,,상품기획자,어떤 상품을 만들고 팔지 아이디어를 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,49,,총무사무원,사무실 물품과 서류를 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,52,,경리사무원,회사의 돈이 들어오고 나가는 내역을 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,59,,물류사무원,창고에 들어오고 나가는 물건 수량을 컴퓨터로 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,60,,생산관리사무원,공장에서 물건이 잘 만들어지는지 기록하고 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,61,,품질관리사무원,만들어진 제품에 문제가 없는지 확인하고 기록하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,62,,안내 및 접수사무원,방문한 사람을 맞이하고 접수를 도와주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,63,,고객상담원,전화나 창구에서 손님의 문의에 답해주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,67,,전산자료입력원 및 사무보조원,서류를 정리하고 컴퓨터에 자료를 입력하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,71,,취업알선원,일자리를 찾는 사람에게 알맞은 일자리를 안내하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,335,,경비원,건물이나 시설을 지키고 출입을 확인하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,336,,요양보호사 및 간병인,어르신이나 환자를 돌보고 일상생활을 도와드리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,337,,육아도우미,아이를 돌보고 함께 시간을 보내는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,338,,청소원,건물 안을 청소하고 정리하는 일,그대로 추천(경계),건물 미화는 이른 시작이 잦으나 오후조 편성도 있음 — 검수 필요,그대로 추천,,김규헌,2026-08-13,확인 · 경계 판정,,,,
early_morning,이른 아침에 시작하는 일,time,339,,환경미화원 및 재활용품수거원,거리나 공공시설을 청소하고 재활용품을 모으는 일,추천에서 뺌,새벽 수거·청소가 근무 조건 자체,,,김규헌,2026-08-13,확인 · 초안 제외를 1차가 승인,,,,
early_morning,이른 아침에 시작하는 일,time,341,,세탁원(다림질원),세탁물을 세탁하고 다림질해서 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,344,,주차관리·안내원,주차장을 안내하고 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,367,,한식조리사,식당이나 급식소에서 한식을 만드는 일,추천에서 뺌,급식·조식 조리는 이른 시작이 업무 조건,,,김규헌,2026-08-13,확인 · 초안 제외를 1차가 승인,,,,
early_morning,이른 아침에 시작하는 일,time,374,,홀서빙원,식당에서 주문을 받고 음식을 가져다 드리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,375,,주방보조원,식당 주방에서 재료를 다듬고 설거지를 돕는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,385,,상점판매원,매장에서 손님에게 물건을 안내하고 판매하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,392,,매장계산원 및 요금정산원,마트나 매장에서 물건 값을 계산해주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,408,,택배원,차로 물건을 받는 사람에게 배달하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,412,,하역·적재종사원,창고에서 물건을 싣고 내리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,458,,주입·포장·상표부착기계조작원,제품을 상자에 담고 상표를 붙이는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,477,,일반기계조립원,제품의 부품을 순서대로 조립하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
early_morning,이른 아침에 시작하는 일,time,500,,전기·전자설비조작원,건물의 전기·설비가 잘 작동하는지 점검하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,36,,상품기획자,어떤 상품을 만들고 팔지 아이디어를 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,49,,총무사무원,사무실 물품과 서류를 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,52,,경리사무원,회사의 돈이 들어오고 나가는 내역을 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,59,,물류사무원,창고에 들어오고 나가는 물건 수량을 컴퓨터로 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,60,,생산관리사무원,공장에서 물건이 잘 만들어지는지 기록하고 관리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,61,,품질관리사무원,만들어진 제품에 문제가 없는지 확인하고 기록하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,62,,안내 및 접수사무원,방문한 사람을 맞이하고 접수를 도와주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,63,,고객상담원,전화나 창구에서 손님의 문의에 답해주는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,67,,전산자료입력원 및 사무보조원,서류를 정리하고 컴퓨터에 자료를 입력하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,71,,취업알선원,일자리를 찾는 사람에게 알맞은 일자리를 안내하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,335,,경비원,건물이나 시설을 지키고 출입을 확인하는 일,그대로 추천(경계),옥외 순찰이 있으나 실내 초소 근무가 다수,추천에서 뺌,초소를 실내로 규정하기도 애매하고 야외활동이 빈번,김규헌,2026-08-13,우선 · 1차에서 뒤집음,,,,
outdoor,바깥에서 하는 일,place,336,,요양보호사 및 간병인,어르신이나 환자를 돌보고 일상생활을 도와드리는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,337,,육아도우미,아이를 돌보고 함께 시간을 보내는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
outdoor,바깥에서 하는 일,place,338,,청소원,건물 안을 청소하고 정리하는 일,그대로 추천,,,,김규헌,2026-08-13,,,,,
